new_complete_name	library_id	unique_sample_id	batch_name	country	country_alpha2	country_alpha3	city	latitude	longtitude	batch_abbr	year	collection_date	isolation_source	organism	ena_sample_acc	ena_experiment_acc	ena_run_acc	instrument_model
DTU_2017_414_4_MG_NG_IL_d	1	2017_jun_nga_04	GS snapshot june 2017	Nigeria	NG	NGA	Ilorin	8.5	4.55	jun	17	6/18/2017	wastewater	wastewater metagenome	ERS2597329	ERX2697738	ERR2683124	Illumina NovaSeq 6000
DTU_2017_415_1_MG_NG_ZA_a	1	2017_jun_nga_05	GS snapshot june 2017	Nigeria	NG	NGA	Zaria	11.11	7.72	jun	17	6/12/2017	wastewater	wastewater metagenome	ERS2597330	ERX2697739	ERR2683125	Illumina NovaSeq 6000
DTU_2017_416_2_MG_NG_ZA_b	1	2017_jun_nga_06	GS snapshot june 2017	Nigeria	NG	NGA	Zaria	11.11	7.72	jun	17	6/12/2017	wastewater	wastewater metagenome	ERS2597331	ERX2697740	ERR2683126	Illumina NovaSeq 6000
DTU_2017_417_3_MG_NG_ZA_c	1	2017_jun_nga_07	GS snapshot june 2017	Nigeria	NG	NGA	Zaria	11.11	7.72	jun	17	6/12/2017	wastewater	wastewater metagenome	ERS2597332	ERX2697741	ERR2683127	Illumina NovaSeq 6000
DTU_2017_418_1_MG_NG_IB_a	1	2017_jun_nga_08	GS snapshot june 2017	Nigeria	NG	NGA	Ibadan	7.38	3.9	jun	17	7/18/2017	wastewater	wastewater metagenome	ERS2597333	ERX2697742	ERR2683128	Illumina NovaSeq 6000
DTU_2017_419_2_MG_NG_IB_b	1	2017_jun_nga_09	GS snapshot june 2017	Nigeria	NG	NGA	Ibadan	7.38	3.9	jun	17	7/18/2017	wastewater	wastewater metagenome	ERS2597334	ERX2697743	ERR2683129	Illumina NovaSeq 6000
DTU_2017_420_1_MG_NI_MN	1	2017_jun_nic_01	GS snapshot june 2017	Nicaragua	NI	NIC	Managua	12.15	-86.27	jun	17	6/29/2017	wastewater	wastewater metagenome	ERS2597335	ERX2697744	ERR2683130	Illumina NovaSeq 6000
DTU_2017_421_1_MG_NI_MT	1	2017_jun_nic_02	GS snapshot june 2017	Nicaragua	NI	NIC	Matagalpa	12.96	-85.5	jun	17	6/25/2017	wastewater	wastewater metagenome	ERS2597336	ERX2697745	ERR2683131	Illumina NovaSeq 6000
DTU_2017_422_1_MG_NI_GR	1	2017_jun_nic_03	GS snapshot june 2017	Nicaragua	NI	NIC	Granada	11.81	-85.9	jun	17	7/2/2017	wastewater	wastewater metagenome	ERS2597337	ERX2697746	ERR2683132	Illumina NovaSeq 6000
DTU_2017_423_1_MG_NI_MS	1	2017_jun_nic_04	GS snapshot june 2017	Nicaragua	NI	NIC	Masaya	12	-86.05	jun	17	7/2/2017	wastewater	wastewater metagenome	ERS2597338	ERX2697747	ERR2683133	Illumina NovaSeq 6000
DTU_2017_424_1_MG_TZ_MS	1	2017_jun_tza_03	GS snapshot june 2017	Tanzania	TZ	TZA	Moshi	-3.35	37.34	jun	17	6/12/2017	wastewater	wastewater metagenome	ERS2597340	ERX2697749	ERR2683135	Illumina NovaSeq 6000
DTU_2017_425_1_MG_EE_TA	1	2017_jun_est_01	GS snapshot june 2017	Estonia	EE	EST	Tartu	58.37	26.73	jun	17	6/19/2017	wastewater	wastewater metagenome	ERS2597341	ERX2697750	ERR2683136	Illumina NovaSeq 6000
DTU_2017_426_1_MG_EE_TL	1	2017_jun_est_02	GS snapshot june 2017	Estonia	EE	EST	Tallinn	59.43	24.74	jun	17	6/19/2017	wastewater	wastewater metagenome	ERS2597342	ERX2697751	ERR2683137	Illumina NovaSeq 6000
DTU_2017_427_1_MG_EE_PR	1	2017_jun_est_03	GS snapshot june 2017	Estonia	EE	EST	Parnu	58.38	24.51	jun	17	6/13/2017	wastewater	wastewater metagenome	ERS2597343	ERX2697752	ERR2683138	Illumina NovaSeq 6000
DTU_2017_428_1_MG_EE_NA	1	2017_jun_est_04	GS snapshot june 2017	Estonia	EE	EST	Narva	59.38	28.2	jun	17	6/7/2017	wastewater	wastewater metagenome	ERS2597344	ERX2697753	ERR2683139	Illumina NovaSeq 6000
DTU_2017_429_1_MG_TH_PA	1	2017_jun_tha_01	GS snapshot june 2017	Thailand	TH	THA	Pathum Thani	14.1	100.63	jun	17	6/15/2017	wastewater	wastewater metagenome	ERS2597345	ERX2697754	ERR2683140	Illumina NovaSeq 6000
DTU_2017_430_1_MG_GE_KU	1	2017_jun_geo_01	GS snapshot june 2017	Georgia	GE	GEO	Kutaisi	42.26	42.67	jun	17	6/19/2017	wastewater	wastewater metagenome	ERS2597346	ERX2697755	ERR2683141	Illumina NovaSeq 6000
DTU_2017_431_1_MG_HR_ZA	1	2017_jun_hrv_01	GS snapshot june 2017	Croatia	HR	HRV	Zagreb	45.81	15.98	jun	17	6/7/2017	wastewater	wastewater metagenome	ERS2597347	ERX2697756	ERR2683142	Illumina NovaSeq 6000
DTU_2017_432_1_MG_ZA_PR	1	2017_jun_zaf_01	GS snapshot june 2017	South Africa	ZA	ZAF	Pretoria	-25.75	28.19	jun	17	6/5/2017	wastewater	wastewater metagenome	ERS2597348	ERX2697757	ERR2683143	Illumina NovaSeq 6000
DTU_2017_433_1_MG_LU_LU	1	2017_jun_lux_01	GS snapshot june 2017	Luxembourg	LU	LUX	Luxembourg	49.82	6.13	jun	17	6/13/2017	wastewater	wastewater metagenome	ERS2597349	ERX2697758	ERR2683144	Illumina NovaSeq 6000
DTU_2017_434_1_MG_IT_RO	1	2017_jun_ita_04	GS snapshot june 2017	Italy	IT	ITA	Rome	41.89	12.48	jun	17	6/5/2017	wastewater	wastewater metagenome	ERS2597351	ERX2697760	ERR2683146	Illumina NovaSeq 6000
DTU_2017_435_1_MG_KR_GW	1	2017_jun_kor_01	GS snapshot june 2017	South Korea	KR	KOR	Gwangju	35.16	126.85	jun	17	6/15/2017	wastewater	wastewater metagenome	ERS2597352	ERX2697761	ERR2683147	Illumina NovaSeq 6000
DTU_2017_436_1_MG_GR_TH	1	2017_jun_grc_02	GS snapshot june 2017	Greece	GR	GRC	Thessaloniki	40.64	22.94	jun	17	6/19/2017	wastewater	wastewater metagenome	ERS2597353	ERX2697762	ERR2683148	Illumina NovaSeq 6000
DTU_2017_437_1_MG_AU_ME	1	2017_jun_aus_03	GS snapshot june 2017	Australia	AU	AUS	Melbourne	-37.81	144.96	jun	17	6/14/2017	wastewater	wastewater metagenome	ERS2597354	ERX2697763	ERR2683149	Illumina NovaSeq 6000
DTU_2017_438_1_MG_PT_PO	1	2017_jun_prt_02	GS snapshot june 2017	Portugal	PT	PRT	Porto	41.15	-8.61	jun	17	6/13/2017	wastewater	wastewater metagenome	ERS2597355	ERX2697764	ERR2683150	Illumina NovaSeq 6000
DTU_2017_439_1_MG_GB_ED	1	2017_jun_gbr_03	GS snapshot june 2017	United Kingdom	GB	GBR	Edinburgh	55.95	-3.19	jun	17	6/12/2017	wastewater	wastewater metagenome	ERS2597356	ERX2697765	ERR2683151	Illumina NovaSeq 6000
DTU_2017_440_1_MG_CA_RE	1	2017_jun_can_01	GS snapshot june 2017	Canada	CA	CAN	Regina	50.45	-104.62	jun	17	6/13/2017	wastewater	wastewater metagenome	ERS2597357	ERX2697766	ERR2683152	Illumina NovaSeq 6000
DTU_2017_441_1_MG_CA_VA	1	2017_jun_can_02	GS snapshot june 2017	Canada	CA	CAN	Vancouver	49.26	-123.11	jun	17	6/23/2017	wastewater	wastewater metagenome	ERS2597358	ERX2697767	ERR2683153	Illumina NovaSeq 6000
DTU_2017_442_1_MG_CA_CA	1	2017_jun_can_03	GS snapshot june 2017	Canada	CA	CAN	Calgary	51.05	-114.06	jun	17	6/13/2017	wastewater	wastewater metagenome	ERS2597359	ERX2697768	ERR2683154	Illumina NovaSeq 6000
DTU_2017_443_1_MG_CA_OT	1	2017_jun_can_04	GS snapshot june 2017	Canada	CA	CAN	Ottawa	45.42	-75.69	jun	17	6/14/2017	wastewater	wastewater metagenome	ERS2597360	ERX2697769	ERR2683155	Illumina NovaSeq 6000
DTU_2017_444_1_MG_BG_SO	1	2017_jun_bgr_01	GS snapshot june 2017	Bulgaria	BG	BGR	Sofia	42.7	23.32	jun	17	6/18/2017	wastewater	wastewater metagenome	ERS2597362	ERX2697771	ERR2683157	Illumina NovaSeq 6000
DTU_2017_445_1_MG_GB_NC	1	2017_jun_gbr_04	GS snapshot june 2017	United Kingdom	GB	GBR	Newcastle Upon Tyne	54.97	-1.61	jun	17	7/29/2017	wastewater	wastewater metagenome	ERS2597363	ERX2697772	ERR2683158	Illumina NovaSeq 6000
DTU_2017_446_1_MG_CA_TO	1	2017_jun_can_05	GS snapshot june 2017	Canada	CA	CAN	Toronto	43.65	-79.39	jun	17	6/14/2017	wastewater	wastewater metagenome	ERS2597364	ERX2697773	ERR2683159	Illumina NovaSeq 6000
DTU_2017_447_1_MG_UG_KA	1	2017_jun_uga_01	GS snapshot june 2017	Uganda	UG	UGA	Kampala	0.32	32.58	jun	17	6/19/2017	wastewater	wastewater metagenome	ERS2597365	ERX2697774	ERR2683160	Illumina NovaSeq 6000
DTU_2017_448_1_MG_IN_MP	1	2017_jun_ind_02	GS snapshot june 2017	India	IN	IND	Udupi	13.34	74.75	jun	17	6/19/2017	wastewater	wastewater metagenome	ERS2597366	ERX2697775	ERR2683161	Illumina NovaSeq 6000
DTU_2017_449_1_MG_NO_OS	1	2017_jun_nor_01	GS snapshot june 2017	Norway	NO	NOR	Oslo	59.91	10.74	jun	17	6/7/2017	wastewater	wastewater metagenome	ERS2597367	ERX2697776	ERR2683162	Illumina NovaSeq 6000
DTU_2017_450_1_MG_PK_KA	1	2017_jun_pak_01	GS snapshot june 2017	Pakistan	PK	PAK	Karachi	25.14	67.18	jun	17	6/12/2017	wastewater	wastewater metagenome	ERS2597368	ERX2697777	ERR2683163	Illumina NovaSeq 6000
DTU_2017_451_1_MG_PK_HY	1	2017_jun_pak_02	GS snapshot june 2017	Pakistan	PK	PAK	Hyderabad	25.38	68.38	jun	17	6/15/2017	wastewater	wastewater metagenome	ERS2597369	ERX2697778	ERR2683164	Illumina NovaSeq 6000
DTU_2017_452_1_MG_BF_OU	1	2017_jun_bfa_01	GS snapshot june 2017	Burkina Faso	BF	BFA	Ouagadougou	12.37	-1.53	jun	17	6/13/2017	wastewater	wastewater metagenome	ERS2597370	ERX2697779	ERR2683165	Illumina NovaSeq 6000
DTU_2017_453_1_MG_BF_BO	1	2017_jun_bfa_02	GS snapshot june 2017	Burkina Faso	BF	BFA	Bobo Dioulasso	11.18	-4.3	jun	17	6/16/2017	wastewater	wastewater metagenome	ERS2597371	ERX2697780	ERR2683166	Illumina NovaSeq 6000
DTU_2017_454_1_MG_SG_JU	1	2017_jun_sgp_01	GS snapshot june 2017	Singapore	SG	SGP	Singapore	1.36	103.82	jun	17	6/14/2017	wastewater	wastewater metagenome	ERS2597373	ERX2697782	ERR2683168	Illumina NovaSeq 6000
DTU_2017_455_1_MG_PY_CO	1	2017_jun_pry_03	GS snapshot june 2017	Paraguay	PY	PRY	Costanera	-25.39	-54.63	jun	17	6/15/2017	wastewater	wastewater metagenome	ERS2597374	ERX2697783	ERR2683169	Illumina NovaSeq 6000
DTU_2017_456_1_MG_NP_KA	1	2017_jun_npl_01	GS snapshot june 2017	Nepal	NP	NPL	Kathmandu	27.71	85.32	jun	17	2017-06	wastewater	wastewater metagenome	ERS2597375	ERX2697784	ERR2683170	Illumina NovaSeq 6000
DTU_2017_457_1_MG_KH_PP	1	2017_jun_khm_01	GS snapshot june 2017	Cambodia	KH	KHM	Phnom Penh	11.57	104.92	jun	17	6/13/2017	wastewater	wastewater metagenome	ERS2597376	ERX2697785	ERR2683171	Illumina NovaSeq 6000
DTU_2017_458_1_MG_GT_GU	1	2017_jun_gtm_01	GS snapshot june 2017	Guatemala	GT	GTM	Guatemala City	14.62	-90.52	jun	17	6/15/2017	wastewater	wastewater metagenome	ERS2597377	ERX2697786	ERR2683172	Illumina NovaSeq 6000
DTU_2017_459_1_MG_LT_VI	1	2017_jun_ltu_01	GS snapshot june 2017	Lithuania	LT	LTU	Vilnius	54.69	25.28	jun	17	8/2/2017	wastewater	wastewater metagenome	ERS2597378	ERX2697787	ERR2683173	Illumina NovaSeq 6000
DTU_2017_460_1_MG_KE_NA	1	2017_jun_ken_01	GS snapshot june 2017	Kenya	KE	KEN	Nairobi	-1.28	36.82	jun	17	6/13/2017	wastewater	wastewater metagenome	ERS2597379	ERX2697788	ERR2683174	Illumina NovaSeq 6000
DTU_2017_461_1_MG_KZ_AL	1	2017_jun_kaz_01	GS snapshot june 2017	Kazakhstan	KZ	KAZ	Almaty	43.24	76.95	jun	17	7/12/2017	wastewater	wastewater metagenome	ERS2597380	ERX2697789	ERR2683175	Illumina NovaSeq 6000
DTU_2017_462_1_MG_US_CH	1	2017_jun_usa_08	GS snapshot june 2017	USA	US	USA	Chapel Hill	35.91	-79.06	jun	17	6/20/2017	wastewater	wastewater metagenome	ERS2597381	ERX2697790	ERR2683176	Illumina NovaSeq 6000
DTU_2017_463_1_MG_MK_SK	1	2017_jun_mkd_01	GS snapshot june 2017	Macedonia	MK	MKD	Skopje	42	21.43	jun	17	6/15/2017	wastewater	wastewater metagenome	ERS2597382	ERX2697791	ERR2683177	Illumina NovaSeq 6000
DTU_2017_464_1_MG_GH_TA	1	2017_jun_gha_03	GS snapshot june 2017	Ghana	GH	GHA	Tamale	9.41	-0.84	jun	17	6/18/2017	wastewater	wastewater metagenome	ERS2597384	ERX2697793	ERR2683179	Illumina NovaSeq 6000
DTU_2017_465_1_MG_IR_TH	1	2017_jun_irn_01	GS snapshot june 2017	Iran	IR	IRN	Tehran	35.7	51.4	jun	17	6/11/2017	wastewater	wastewater metagenome	ERS2597385	ERX2697794	ERR2683180	Illumina NovaSeq 6000
DTU_2017_466_1_MG_MA_CA	1	2017_jun_mar_01	GS snapshot june 2017	Morocco	MA	MAR	Casablanca	33.6	-7.62	jun	17	7/17/2017	wastewater	wastewater metagenome	ERS2597386	ERX2697795	ERR2683181	Illumina NovaSeq 6000
DTU_2017_467_1_MG_LK_RA	1	2017_jun_lka_01	GS snapshot june 2017	Sri Lanka	LK	LKA	Raddolugama	7.14	79.9	jun	17	7/11/2017	wastewater	wastewater metagenome	ERS2597387	ERX2697796	ERR2683182	Illumina NovaSeq 6000
DTU_2017_468_1_MG_LK_MO	1	2017_jun_lka_02	GS snapshot june 2017	Sri Lanka	LK	LKA	Rathmalana	6.82	79.87	jun	17	7/13/2017	wastewater	wastewater metagenome	ERS2597388	ERX2697797	ERR2683183	Illumina NovaSeq 6000
DTU_2017_469_1_MG_LK_BO	1	2017_jun_lka_03	GS snapshot june 2017	Sri Lanka	LK	LKA	Colombo	6.93	79.85	jun	17	7/25/2017	wastewater	wastewater metagenome	ERS2597389	ERX2697798	ERR2683184	Illumina NovaSeq 6000
DTU_2017_470_1_MG_LK_CO	1	2017_jun_lka_04	GS snapshot june 2017	Sri Lanka	LK	LKA	Colombo	6.93	79.85	jun	17	7/25/2017	wastewater	wastewater metagenome	ERS2597390	ERX2697799	ERR2683185	Illumina NovaSeq 6000
DTU_2017_471_1_MG_LK_MA	1	2017_jun_lka_05	GS snapshot june 2017	Sri Lanka	LK	LKA	Colombo	6.93	79.85	jun	17	7/25/2017	wastewater	wastewater metagenome	ERS2597391	ERX2697800	ERR2683186	Illumina NovaSeq 6000
DTU_2017_472_1_MG_IR_SH	1	2017_jun_irn_02	GS snapshot june 2017	Iran	IR	IRN	Shiraz	29.61	52.54	jun	17	6/15/2017	wastewater	wastewater metagenome	ERS2597392	ERX2697801	ERR2683187	Illumina NovaSeq 6000
DTU_2017_473_1_Negative_Control_NC_A	1	2017_jun_neg_01	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597488 (SAMEA4777540)	ERX2698139	ERR2683525	Illumina NovaSeq 6000
DTU_2017_474_1_Negative_Control_NC_B	1	2017_jun_neg_02	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597489 (SAMEA4777541)	ERX2698140	ERR2683526	Illumina NovaSeq 6000
DTU_2017_475_1_Negative_Control_NC_C	1	2017_jun_neg_03	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597490 (SAMEA4777542)	ERX2698141	ERR2683527	Illumina NovaSeq 6000
DTU_2017_476_1_Negative_Control_NC_D	1	2017_jun_neg_04	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597491 (SAMEA4777543)	ERX2698142	ERR2683528	Illumina NovaSeq 6000
DTU_2017_477_1_Negative_Control_NC_E	1	2017_jun_neg_05	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597492 (SAMEA4777544)	ERX2698143	ERR2683529	Illumina NovaSeq 6000
DTU_2017_478_1_Negative_Control_NC_F	1	2017_jun_neg_06	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597493 (SAMEA4777545)	ERX2698144	ERR2683530	Illumina NovaSeq 6000
DTU_2017_479_1_Negative_Control_NC_G	1	2017_jun_neg_07	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597494 (SAMEA4777546)	ERX2698145	ERR2683531	Illumina NovaSeq 6000
DTU_2017_480_1_Negative_Control_NC_H	1	2017_jun_neg_08	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597495 (SAMEA4777547)	ERX2698146	ERR2683532	Illumina NovaSeq 6000
DTU_2017_481_1_Negative_Control_NC_I	1	2017_jun_neg_09	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597496 (SAMEA4777548)	ERX2698147	ERR2683533	Illumina NovaSeq 6000
DTU_2017_482_1_Negative_Control_NC_J	1	2017_jun_neg_10	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597497 (SAMEA4777549)	ERX2698148	ERR2683534	Illumina NovaSeq 6000
DTU_2017_483_1_Negative_Control_NC_K	1	2017_jun_neg_11	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597498 (SAMEA4777550)	ERX2698149	ERR2683535	Illumina NovaSeq 6000
DTU_2017_484_1_Negative_Control_NC_L	1	2017_jun_neg_12	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597499 (SAMEA4777551)	ERX2698150	ERR2683536	Illumina NovaSeq 6000
DTU_2017_485_1_Negative_Control_NC_M	1	2017_jun_neg_13	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597500 (SAMEA4777552)	ERX2698151	ERR2683537	Illumina NovaSeq 6000
DTU_2017_486_1_Negative_Control_NC_N	1	2017_jun_neg_14	GS snapshot june 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	jun	17	2017	Negative control	wastewater metagenome	ERS2597501 (SAMEA4777553)	ERX2698152	ERR2683538	Illumina NovaSeq 6000
DTU_2017_487_1_MG_CN_GU_183	1	2017_jun_chn_01	GS snapshot june 2017	China	CN	CHN	Guangzhou	23.13	113.26	jun	17	6/16/2017	wastewater	wastewater metagenome	ERS10793298	ERX9379706	ERR9834200	Illumina NovaSeq 6000
DTU_2017_558_1_MG_AU_ME_254	1	2017_jun_aus_04	GS snapshot june 2017	Australia	AU	AUS	Melbourne	-37.81	144.96	jun	17	5/12/2017	wastewater	wastewater metagenome	ERS12141259	ERX9379245	ERR9833719	Illumina NovaSeq 6000
DTU_2017_488_1_MG_TH_ST_184	1	2017_nov_tha_01	GS snapshot nov 2017	Thailand	TH	THA	Surat Thani	9.47	98.83	nov	17	11/6/2017	wastewater	wastewater metagenome	ERS5186452	ERX4603781	ERR4682329	Illumina NovaSeq 6000
DTU_2017_489_1_MG_IT_NO_185	1	2017_nov_ita_01	GS snapshot nov 2017	Italy	IT	ITA	Novara	45.58	8.55	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186453	ERX4603782	ERR4682330	Illumina NovaSeq 6000
DTU_2017_490_1_MG_IT_VE_186	1	2017_nov_ita_02	GS snapshot nov 2017	Italy	IT	ITA	Verbania	45.92	8.55	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186454	ERX4603783	ERR4682331	Illumina NovaSeq 6000
DTU_2017_491_1_MG_IT_CA_187	1	2017_nov_ita_03	GS snapshot nov 2017	Italy	IT	ITA	Cannobio	46.06	8.7	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186455	ERX4603784	ERR4682332	Illumina NovaSeq 6000
DTU_2017_492_1_MG_SE_GO_188	1	2017_nov_swe_01	GS snapshot nov 2017	Sweden	SE	SWE	Gothenburg	57.71	11.97	nov	17	11/19/2017	wastewater	wastewater metagenome	ERS5186456	ERX4603785	ERR4682333	Illumina NovaSeq 6000
DTU_2017_493_1_MG_AT_VI_189	1	2017_nov_aut_01	GS snapshot nov 2017	Austria	AT	AUT	Vienna	48.21	16.37	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186457	ERX4603786	ERR4682334	Illumina NovaSeq 6000
DTU_2017_494_1_MG_PT_LI_190	1	2017_nov_prt_01	GS snapshot nov 2017	Portugal	PT	PRT	Lisbon	38.71	-9.14	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186458	ERX4603787	ERR4682335	Illumina NovaSeq 6000
DTU_2017_495_1_MG_KH_PP_191	1	2017_nov_khm_01	GS snapshot nov 2017	Cambodia	KH	KHM	Phnom Penh	11.57	104.92	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186459	ERX4603788	ERR4682336	Illumina NovaSeq 6000
DTU_2017_496_1_MG_HR_ZA_192	1	2017_nov_hrv_01	GS snapshot nov 2017	Croatia	HR	HRV	Zagreb	45.81	15.98	nov	17	11/13/2017	wastewater	wastewater metagenome	ERS5186460	ERX4603789	ERR4682337	Illumina NovaSeq 6000
DTU_2017_497_1_MG_GR_AT_193	1	2017_nov_grc_01	GS snapshot nov 2017	Greece	GR	GRC	Athens	37.98	23.73	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186461	ERX4603790	ERR4682338	Illumina NovaSeq 6000
DTU_2017_498_1_MG_NI_LE_194	1	2017_nov_nic_01	GS snapshot nov 2017	Nicaragua	NI	NIC	Leon	12.33	-86.95	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186462	ERX4603791	ERR4682339	Illumina NovaSeq 6000
DTU_2017_499_1_MG_CH_BR_195	1	2017_nov_che_01	GS snapshot nov 2017	Switzerland	CH	CHE	Bern	46.95	7.45	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186463	ERX4603792	ERR4682340	Illumina NovaSeq 6000
DTU_2017_500_1_MG_AU_DD_196	1	2017_nov_aus_01	GS snapshot nov 2017	Australia	AU	AUS	Darwin	-12.46	130.84	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186464	ERX4603793	ERR4682341	Illumina NovaSeq 6000
DTU_2017_501_1_MG_AU_MA_197	1	2017_nov_aus_02	GS snapshot nov 2017	Australia	AU	AUS	Maningrida	-12.05	134.23	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186465	ERX4603794	ERR4682342	Illumina NovaSeq 6000
DTU_2017_502_1_MG_BE_GE_198	1	2017_nov_bel_01	GS snapshot nov 2017	Belgium	BE	BEL	Ghent	51.05	3.73	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186466	ERX4603795	ERR4682343	Illumina NovaSeq 6000
DTU_2017_503_1_MG_BE_BR_199	1	2017_nov_bel_02	GS snapshot nov 2017	Belgium	BE	BEL	Bruges	51.21	3.23	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186467	ERX4603796	ERR4682344	Illumina NovaSeq 6000
DTU_2017_504_1_MG_BE_AN_200	1	2017_nov_bel_03	GS snapshot nov 2017	Belgium	BE	BEL	Antwerp South	51.22	4.4	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186468	ERX4603797	ERR4682345	Illumina NovaSeq 6000
DTU_2017_505_1_MG_BE_DE_201	1	2017_nov_bel_04	GS snapshot nov 2017	Belgium	BE	BEL	Deurne	51.21	4.47	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186469	ERX4603798	ERR4682346	Illumina NovaSeq 6000
DTU_2017_506_1_MG_FR_NA_202	1	2017_nov_fra_01	GS snapshot nov 2017	France	FR	FRA	Nantes	47.22	-1.55	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186470	ERX4603799	ERR4682347	Illumina NovaSeq 6000
DTU_2017_507_1_MG_FR_SA_203	1	2017_nov_fra_02	GS snapshot nov 2017	France	FR	FRA	Saint Philibert	47.21	5.01	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186471	ERX4603800	ERR4682348	Illumina NovaSeq 6000
DTU_2017_508_1_MG_ME_PO_204	1	2017_nov_mne_01	GS snapshot nov 2017	Montenegro	ME	MNE	Podgorica	42.44	19.26	nov	17	11/23/2017	wastewater	wastewater metagenome	ERS5186472	ERX4603801	ERR4682349	Illumina NovaSeq 6000
DTU_2017_509_1_MG_CZ_PR_205	1	2017_nov_cze_01	GS snapshot nov 2017	Czech Republic	CZ	CZE	Praha	50.09	14.42	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186473	ERX4603802	ERR4682350	Illumina NovaSeq 6000
DTU_2017_510_1_MG_CZ_BR_206	1	2017_nov_cze_02	GS snapshot nov 2017	Czech Republic	CZ	CZE	Brno	49.19	16.61	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186474	ERX4603803	ERR4682351	Illumina NovaSeq 6000
DTU_2017_511_1_MG_GT_GU_207	1	2017_nov_gtm_01	GS snapshot nov 2017	Guatemala	GT	GTM	San Miguel Petapa	14.51	-90.55	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186475	ERX4603804	ERR4682352	Illumina NovaSeq 6000
DTU_2017_512_1_MG_ZA_PR_208	1	2017_nov_zaf_01	GS snapshot nov 2017	South Africa	ZA	ZAF	Pretoria	-25.75	28.19	nov	17	11/17/2017	wastewater	wastewater metagenome	ERS5186476	ERX4603805	ERR4682353	Illumina NovaSeq 6000
DTU_2017_513_1_MG_BA_BL_209	1	2017_nov_bih_01	GS snapshot nov 2017	Bosnia and Herzegovina	BA	BIH	Banja Luka	44.77	17.2	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186477	ERX4603806	ERR4682354	Illumina NovaSeq 6000
DTU_2017_514_1_MG_TZ_MW_210	1	2017_nov_tza_01	GS snapshot nov 2017	Tanzania	TZ	TZA	Mwanza	-2.52	32.9	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186478	ERX4603807	ERR4682355	Illumina NovaSeq 6000
DTU_2017_515_1_MG_TZ_MO_211	1	2017_nov_tza_02	GS snapshot nov 2017	Tanzania	TZ	TZA	Morogoro	-6.87	37.81	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186479	ERX4603808	ERR4682356	Illumina NovaSeq 6000
